개방자치단체코드,관리번호,데이터갱신구분,관리기관명,발급기명,설치장소주소,설치장소상세위치,평일운영시작시각,평일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,운영시간참고내용,설치운영URL,사용여부명,장애인편의기능정보,시각장애인용키패드,시각장애인용음성안내,청각장애인용화면안내,점자라벨부착,이어폰소켓,촉각(전자)모니터,화면확대기능,휠체어사용자조작,최종수정시점,시도코드,설치장소위치,도로시군구코드,도로코드,도로명읍면동번호,도로건물층구분,도로건물본번호,도로건물부번호,등기사항증명서발급구분,가족관계삭제발급구분,데이터갱신시점
3050000,505,I,서울특별시 동대문구,더좋은새마을금고 이문1동점,서울특별시 동대문구 이문로30길 24 (이문동),1층 ATM창구,0:00,2400,0:00,2400,,https://www.ddm.go.kr/www/contents.do?key=8,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2026.1.6 15:51,6110000,은행,11230,4115348,1,0,24,,미발급,미발급,2026.1.16 18:32
3050000,415,I,서울특별시 동대문구,답십리2동주민센터,"서울특별시 동대문구 한천로11길 18(답십리동, 답십리2동주민센터)",답십리2동주민센터 1층 민원실 입구 우측,9:00,18:00,,,주말휴무,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.6.17 14:11,6110000,읍면동,11230,4115600,1,0,18,,발급,발급,2026.1.16 18:32
3050000,414,I,서울특별시 동대문구,제기동주민센터,서울특별시 동대문구 약령시로 71(제기동),제기동주민센터 1층 현관문 옆,9:00,18:00,,,주말휴무,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.6 15:45,6110000,읍면동,11230,3105006,1,0,71,,발급,발급,2026.1.16 18:32
3050000,508,I,서울특별시 동대문구,제기동새마을금고 제1점,서울특별시 동대문구 약령시로 2 (제기동),1층 ATM창구,7:00,23:00,7:00,23:00,,https://www.ddm.go.kr/www/contents.do?key=8,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.6 15:45,6110000,은행,11230,3105006,1,0,2,,미발급,미발급,2026.1.16 18:32
3050000,427,U,서울특별시 동대문구,동대문경찰서 민원봉사실,"서울특별시 동대문구 약령시로21길 29, 동대문경찰서 (청량리동)",민원봉사실 1층 출입문 들어가서 오른쪽,9:00,18:00,,,주말휴무,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.19 16:19,6110000,경찰서,11230,4115249,1,0,29,,미발급,발급,2026.1.20 22:27
3050000,502,U,서울특별시 동대문구,동대문세무서,서울특별시 동대문구 약령시로 159(청량리동),1층 민원실 내,9:00,18:00,,,주말휴무,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.19 16:19,6110000,읍면동,11230,3105006,2,0,159,,미발급,발급,2026.1.20 22:27
3050000,431,I,서울특별시 동대문구,전농2동주민센터,"서울특별시 동대문구 사가정로 137, 전농2동주민센터 (전농동)",청사내,9:00,18:00,,,주말휴무,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.12.15 14:04,6110000,읍면동,11230,3005034,1,0,137,,발급,발급,2026.1.16 18:32
3050000,504,I,서울특별시 동대문구,장안2동주민센터,"서울특별시 동대문구 장한로 191, 1층 (장안동)",장안2동주민센터 임시청사 민원실 내,9:00,18:00,,,주말휴무,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2026.1.5 10:11,6110000,읍면동,11230,3105012,1,0,191,,발급,발급,2026.1.16 18:32
3050000,406,I,서울특별시 동대문구,더좋은새마을금고,"서울특별시 동대문구 망우로 129, 더좋은새마을금고 1층 (휘경동)",새마을금고 1층 ATM창구,7:00,23:30,7:00,23:30,,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.12.15 14:02,6110000,은행,11230,3005032,2,0,129,,미발급,미발급,2026.1.16 18:32
3050000,405,I,서울특별시 동대문구,동대문구청2,"서울특별시 동대문구 천호대로 145(용두동, 동대문구청)",구청 우측 종합민원실 출입구 옆 외부부스(국민은행 앞),0:00,2400,0:00,2400,,https://www.ddm.go.kr/www/contents.do?key=8,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2026.1.2 9:45,6110000,시군구,11230,2000008,2,0,145,,발급,발급,2026.1.16 18:32
3050000,409,I,서울특별시 동대문구,용두동 대명신협,"서울특별시 동대문구 왕산로 154-1, 1층 (용두동)",1층 ATM창구,7:00,23:00,7:00,23:00,,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2026.1.6 15:43,6110000,은행,11230,3105008,2,0,154,1,미발급,미발급,2026.1.16 18:32
3050000,435,I,서울특별시 동대문구,신설동주민센터,"서울특별시 동대문구 천호대로 26, 2층 (신설동, 신설동역자이르네)",민원실 내,9:00,18:00,,,,https://www.ddm.go.kr/www/contents.do?key=8,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.12.15 14:06,6110000,읍면동,11230,2000008,1,0,26,,미발급,발급,2026.1.16 18:32
3050000,501,I,서울특별시 동대문구,회기역,"서울특별시 동대문구 회기로 196(휘경동, 회기역)",지하철1호선 회기역 2번출구 2층 왼편,0:00,2400,0:00,2400,,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.12.15 14:06,6110000,지하철,11230,3105020,4,0,196,,미발급,미발급,2026.1.16 18:32
3050000,434,I,서울특별시 동대문구,이문2동주민센터,"서울특별시 동대문구 신이문로 27-5, 이문2동 주민센터 (이문동)",1층 작은도서관 내,9:00,18:00,,,,https://www.ddm.go.kr/www/contents.do?key=8,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.2.26 10:06,6110000,읍면동,11230,3105005,1,0,27,5,발급,발급,2026.1.16 18:32
3050000,417,I,서울특별시 동대문구,장안1동주민센터,"서울특별시 동대문구 한천로18길 52(장안동, 장안1동주민센터)",장안1동주민센터 1층 민원실 내,9:00,18:00,,,주말휴무,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.1.7 15:01,6110000,읍면동,11230,4115609,1,0,52,,발급,발급,2026.1.16 18:32
3050000,506,I,서울특별시 동대문구,휘경1동주민센터,서울특별시 동대문구 외대역동로6길 3(휘경동)[서울특별시 동대문구 휘경동 135번지 9호],휘경1동주민센터 2층 민원실,9:00,18:00,,,주말휴무,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2024.9.5 10:24,6110000,시군구,11230,4115334,1,0,3,,발급,발급,2026.1.16 18:32
3050000,410,U,서울특별시 동대문구,청량리역,"서울특별시 동대문구 왕산로 214, 청량리역 (전농동)",3층 맞이방 내 매표기기 옆,6:00,23:55,6:00,23:55,,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2026.1.19 14:59,6110000,역,11230,3105008,4,0,214,,미발급,미발급,2026.1.20 22:27
3050000,426,I,서울특별시 동대문구,용두동주민센터,"서울특별시 동대문구 천호대로27길 35(용두동, 용신동주민센터)",용신동주민센터 1층 민원실 들어가서 우측편,8:50,18:00,,,주말휴무,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.6 15:43,6110000,읍면동,11230,4115527,1,0,35,,발급,발급,2026.1.16 18:32
3050000,433,I,서울특별시 동대문구,동대문동부 새마을금고 본점,서울특별시 동대문구 답십리로 251(장안동)[서울특별시 동대문구 장안동 143번지 39호],1층 ATM창구,7:00,2400,7:00,2400,,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2026.1.5 10:10,6110000,은행,11230,3005025,4,0,251,,미발급,미발급,2026.1.16 18:32
3050000,411,I,서울특별시 동대문구,국민건강보험공단 동대문지사,"서울특별시 동대문구 천호대로 405, 동보빌딩 6층 (장안동)",종합민원실 내,8:30,18:30,,,,https://www.ddm.go.kr/www/contents.do?key=8,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.1.7 15:01,6110000,기타,11230,2000008,4,0,405,,미발급,발급,2026.1.16 18:32
3050000,422,I,서울특별시 동대문구,답십리새마을금고,서울특별시 동대문구 전농로 58(답십리동)[서울특별시 동대문구 답십리동 36번지 69호],답십리새마을금고 1층 ATM창구,6:00,23:00,6:00,23:00,,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.12.15 14:04,6110000,은행,11230,3105013,2,0,58,,미발급,미발급,2026.1.16 18:32
3050000,429,I,서울특별시 동대문구,외대앞역,"서울특별시 동대문구 휘경로 27(이문동, 외대앞역)","지하철1호선 외대앞역 2층 맞이방 3,4번 출입구 왼쪽",0:00,2400,0:00,2400,,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2026.1.6 15:50,6110000,지하철,11230,3105021,2,0,27,,미발급,미발급,2026.1.16 18:32
3050000,418,I,서울특별시 동대문구,이문1동주민센터,서울특별시 동대문구 외대역동로 114-1(이문동)[서울특별시 동대문구 이문동 120번지 1호],주민센터 내 민원대기실,9:00,18:00,,,주말휴무,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.6 15:50,6110000,읍면동,11230,3105009,2,0,114,1,발급,발급,2026.1.16 18:32
3050000,430,U,서울특별시 동대문구,래미안전농크레시티,"서울특별시 동대문구 사가정로 65(전농동, 래미안전농크레시티)",래미안전농크레시티 204동 1층 관리사무소 앞,6:00,23:00,6:00,23:00,,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2026.1.19 14:59,6110000,기타,11230,3005034,1,0,65,,미발급,미발급,2026.1.20 22:27
3050000,507,U,서울특별시 동대문구,청량리동주민센터,서울특별시 동대문구 왕산로 239 (청량리동),4층 민원실,9:00,18:00,,,주말휴무,https://www.ddm.go.kr/www/contents.do?key=8,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.19 16:19,6110000,읍면동,11230,3105008,5,0,239,,발급,발급,2026.1.20 22:27
3050000,421,I,서울특별시 동대문구,농협 전농동지점,"서울특별시 동대문구 전농로 136(전농동, 농협 전농동지점)",1층 ATM 창구,0:00,2400,0:00,2400,,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.12.15 14:03,6110000,은행,11230,3105013,1,0,136,,미발급,미발급,2026.1.16 18:32
3050000,407,I,서울특별시 동대문구,답십리1동주민센터,"서울특별시 동대문구 사가정로 30(답십리동, 답십리1동 주민센터)",답십리1동주민센터 정문으로 들어가서 좌측 벽면,9:00,18:00,,,주말 휴무,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2024.4.18 16:42,6110000,읍면동,11230,3005034,2,0,30,,발급,발급,2026.1.16 18:32
3050000,412,I,서울특별시 동대문구,경희의료원,서울특별시 동대문구 경희대로 23(회기동)[서울특별시 동대문구 회기동 1번지 5호],경희의료원 1층 안내데스크 뒤 GS25마트 옆,0:00,2400,0:00,2400,,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.12.15 14:02,6110000,병원,11230,3105002,1,0,23,,미발급,발급,2026.1.16 18:32
3050000,404,I,서울특별시 동대문구,동대문구청1,"서울특별시 동대문구 천호대로 145(용두동, 동대문구청)",구청 우측 종합민원실 출입구 옆 외부부스(국민은행 앞),0:00,2400,0:00,2400,,https://www.ddm.go.kr/www/contents.do?key=8,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2026.1.2 9:45,6110000,시군구,11230,2000008,2,0,145,,발급,발급,2026.1.16 18:32
3050000,408,U,서울특별시 동대문구,전농1동주민센터,"서울특별시 동대문구 서울시립대로9길 21(전농동, 전농1동주민센터)",전농1동주민센터 건물 출입구 들어가서 정면,9:00,18:00,,,주말휴무,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.19 14:59,6110000,읍면동,11230,4115208,1,0,21,,발급,발급,2026.1.20 22:27
3050000,413,I,서울특별시 동대문구,서울동부시립병원,"서울특별시 동대문구 무학로 124, 시립동부병원 (용두동)",1층,8:50,18:00,,,주말휴무,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.6 15:43,6110000,병원,11230,3005033,1,0,124,,미발급,미발급,2026.1.16 18:32
3050000,432,I,서울특별시 동대문구,회기동주민센터,서울특별시 동대문구 회기로25길 12-1(회기동),청사내,9:00,18:00,,,주말휴무,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.12.15 14:05,6110000,읍면동,11230,4115701,1,0,12,1,미발급,발급,2026.1.16 18:32
3050000,403,I,서울특별시 동대문구,동대문구청3,"서울특별시 동대문구 천호대로 145, 동대문구청 (용두동)",구청 종합민원실 내 동대문책마당 출입구 옆(부동산정보과 앞),9:00,18:00,,,,https://www.ddm.go.kr/www/contents.do?key=8,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2026.1.2 9:45,6110000,시군구,11230,2000008,2,0,145,,미발급,미발급,2026.1.16 18:32
3050000,420,I,서울특별시 동대문구,장안동 현대홈타운아파트,"서울특별시 동대문구 장안벚꽃로 107(장안동, 장안현대홈타운아파트)",현대홈타운아파트 단지내 복지관 1층,0:00,2400,0:00,2400,,http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.12.15 14:03,6110000,아파트,11230,3105011,1,0,107,,미발급,미발급,2026.1.16 18:32
3060000,509,I,서울특별시 중랑구,신내데시앙포레,서울특별시 중랑구 신내역로 165(신내동),신내우디안 2단지 아파트 관리사무소 내,9:00,18:00,,,,http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.10.16 15:53,6110000,아파트,11260,3106013,1,0,165,,미발급,미발급,2026.1.16 18:34
3060000,401,I,서울특별시 중랑구,중랑구청부동산정보과,서울특별시 중랑구 봉화산로 179(신내동),구청사 2층 부동산정보과 내,9:00,18:00,,,주말휴무,http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.10.16 15:52,6110000,시군구,11260,3106003,3,0,179,,발급,미발급,2026.1.16 18:34
3060000,502,I,서울특별시 중랑구,면목본동주민센터,서울특별시 중랑구 면목로 397(면목동),면목본동주민센터 1층 민원실,9:00,18:00,,,주말휴무,http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.10.16 16:36,6110000,읍면동,11260,3005027,1,0,397,,미발급,발급,2026.1.16 18:34
3060000,510,I,서울특별시 중랑구,중랑세무서,서울특별시 중랑구 망우로 176(망우동),중랑세무서 1층 로비,9:00,18:00,,,,http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.10.14 16:47,6110000,세무서,11260,3005032,3,0,176,,미발급,발급,2026.1.16 18:34
3060000,514,I,서울특별시 중랑구,상봉망우신용협동조합망우지소,"서울특별시 중랑구 용마산로 503, 상봉망우신용협동조합 망우지소 (망우동)",상봉망우신용협동조합 망우지소 ,6:00,23:00,6:00,23:00,,http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.10.16 16:39,6110000,시군구,11260,3005028,2,0,503,,미발급,발급,2026.1.16 18:34
3060000,503,I,서울특별시 중랑구,면목3.8동주민센터,서울특별시 중랑구 사가정로51길 48(면목동),면목3.8동주민센터 1층 민원실,8:50,18:00,,,주말휴무,http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.10.16 14:08,6110000,읍면동,11260,4118369,1,0,48,,미발급,발급,2026.1.16 18:34
3060000,517,I,서울특별시 중랑구,망우마중 마을활력소,서울특별시 중랑구 용마산로 461(망우동),망우마중 마을활력소 3층,9:00,18:00,,,,https://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.10.14 17:29,6110000,기타,11260,3005028,2,0,461,,미발급,미발급,2026.1.16 18:34
3060000,512,I,서울특별시 중랑구,신내1동주민센터,"서울특별시 중랑구 용마산로129나길 35, 신내1동 주민센터 (신내동)",입구,9:00,18:00,,,,http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.10.16 14:14,6110000,읍면동,11260,4118495,1,0,35,,미발급,발급,2026.1.16 18:34
3060000,511,I,서울특별시 중랑구,중랑경찰서,서울특별시 중랑구 신내역로3길 40-10(신내동)[서울특별시 중랑구 신내동 810번지],중랑경찰서 민원대기실 1층 로비,0:00,2400,0:00,2400,,http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.10.14 16:22,6110000,경찰서,11260,4118591,1,0,40,10,미발급,미발급,2026.1.16 18:34
3060000,101,I,서울특별시 중랑구,중랑구청_ 민원여권과1,서울특별시 중랑구 봉화산로 179(신내동)[서울특별시 중랑구 신내동 662번지],민원여권과 입구,0:00,2400,0:00,2400,,http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.10.16 15:51,6110000,시군구,11260,3106003,3,0,179,,미발급,발급,2026.1.16 18:34
3060000,507,U,서울특별시 중랑구,묵1동주민센터,서울특별시 중랑구 공릉로2가길 5(묵동),묵1동주민센터 1층 민원실,9:00,18:00,,,주말휴무,http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,장애인 편의 기능 포함(일반),제공,제공,제공,부착,제공,미제공,제공,불가능,2026.1.19 10:24,6110000,관공서,11260,4118048,1,0,5,,미발급,발급,2026.1.20 22:57
3060000,508,I,서울특별시 중랑구,서울의료원,서울특별시 중랑구 신내로 156(신내동)[서울특별시 중랑구 신내동 316번지],서울의료원 1층 로비,0:00,2400,0:00,2400,,http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.10.16 15:53,6110000,병원,11260,3106007,2,0,156,,미발급,발급,2026.1.16 18:34
3060000,506,U,서울특별시 중랑구,중화2동주민센터,서울특별시 중랑구 봉화산로3길 28(중화동),중화2동주민센터 민원실,9:00,18:00,,,주말휴무,http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,장애인 편의 기능 포함(일반),제공,제공,제공,부착,제공,미제공,제공,불가능,2026.1.21 14:53,6110000,관공서,11260,4118334,1,0,28,,미발급,발급,2026.1.22 22:57
3060000,505,I,서울특별시 중랑구,망우본동주민센터,"서울특별시 중랑구 망우로67길 10(망우동, 망우본동 복합청사)",망우본동주민센터 1층 민원실 앞,9:00,18:00,,,주말휴무,http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.10.16 14:07,6110000,읍면동,11260,4118165,1,0,10,,미발급,발급,2026.1.16 18:34
3060000,519,I,서울특별시 중랑구,상봉역,"서울특별시 중랑구 망우로 297, 상봉역 (상봉동)",경춘선 라인 고객대기실 내부,6:00,23:00,6:00,23:00,상봉역사 운영시만 가능 ,https://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.10.14 17:30,6110000,시군구,11260,3005032,1,0,297,,미발급,미발급,2026.1.16 18:34
3060000,102,I,서울특별시 중랑구,중랑구청_민원여권과 2,"서울특별시 중랑구 봉화산로 179, 중랑구청 1층 (신내동)",민원여권과 1층 앞,0:00,2400,0:00,2400,,https://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.10.16 15:51,6110000,시군구,11260,3106003,3,0,179,,미발급,발급,2026.1.16 18:34
3060000,513,I,서울특별시 중랑구,망우역사 ,"서울특별시 중랑구 망우로55길 11-10, 망우역 (상봉동)",망우역사 내,5:00,23:00,5:00,23:00,,http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.10.16 16:39,6110000,시군구,11260,4118155,1,0,11,10,미발급,미발급,2026.1.16 18:34
3060000,515,I,서울특별시 중랑구,중화역,"서울특별시 중랑구 동일로 지하 797, 중화역 (중화동)",지하 1층 3번 출구 ,5:00,23:00,5:00,23:00,,https://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.10.16 16:40,6110000,지하철,11260,3000001,3,1,797,,미발급,미발급,2026.1.16 18:34
3060000,504,I,서울특별시 중랑구,동서울농협,서울특별시 중랑구 망우로 290(상봉동),동서울농협내,9:00,18:00,,,주말휴무,http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.10.16 14:07,6110000,은행,11260,3005032,1,0,290,,미발급,미발급,2026.1.16 18:34
3060000,516,I,서울특별시 중랑구,국민건강보험 중랑지사,"서울특별시 중랑구 면목로 310, 8층 (면목동)",국민건강보험중랑지사(8층),9:00,18:00,,,,https://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.10.14 17:28,6110000,기타,11260,3005027,1,0,310,,미발급,발급,2026.1.16 18:34
3060000,501,I,서울특별시 중랑구,면목7동주민센터,서울특별시 중랑구 면목로 298(면목동),면목7동주민센터 1층 민원실,9:00,18:00,,,주말휴무,http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.10.16 16:36,6110000,읍면동,11260,3005027,1,0,298,,미발급,발급,2026.1.16 18:34
3070000,426,I,서울특별시 성북구,성북세무서,서울특별시 성북구 삼선교로16길 13(삼선동3가),성북세무서 1층 로비,9:00,18:00,,,,https://www.sb.go.kr/PageLink.do?link=forward:use/PageContent.do&tempParam1=&menuNo=01000000&subMenuNo=01040000&thirdMenuNo=01040100&fourthMenuNo=,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2026.1.2 10:33,6110000,세무서,11290,4121253,2,0,13,,미발급,미발급,2026.1.16 18:33
3070000,429,I,서울특별시 성북구,정릉1동주민센터,"서울특별시 성북구 정릉로38마길 33, 정릉1동 주민센터 (정릉동)",1층 민원대 앞,8:30,18:00,,,,https://www.sb.go.kr/main/PageLink.do?link=forward:use/PageContent.do&menuNo=01000000&subMenuNo=01040000&thirdMenuNo=01040100&fourthMenuNo=,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2026.1.2 15:00,6110000,읍면동,11290,4121631,1,0,33,,미발급,발급,2026.1.16 18:33
3070000,422,I,서울특별시 성북구,정릉2동주민센터,서울특별시 성북구 정릉로26길 1(정릉동),민원창구 좌측,8:30,18:00,,,,https://www.sb.go.kr/PageLink.do?link=forward:use/PageContent.do&tempParam1=&menuNo=01000000&subMenuNo=01040000&thirdMenuNo=01040100&fourthMenuNo=,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.10.15 16:27,6110000,읍면동,11290,4121613,1,0,1,,발급,발급,2026.1.16 18:33
3070000,415,I,서울특별시 성북구,길음1동주민센터,서울특별시 성북구 길음로 92(길음동),현관입구 좌측,8:30,18:00,,,,https://www.sb.go.kr/PageLink.do?link=forward:use/PageContent.do&tempParam1=&menuNo=01000000&subMenuNo=01040000&thirdMenuNo=01040100&fourthMenuNo=,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.10.14 16:39,6110000,읍면동,11290,3107001,1,0,92,,미발급,발급,2026.1.16 18:33
3070000,417,I,서울특별시 성북구,종암동주민센터,서울특별시 성북구 종암로 98-8(종암동),출입구 우측,8:30,18:00,,,,https://www.sb.go.kr/PageLink.do?link=forward:use/PageContent.do&tempParam1=&menuNo=01000000&subMenuNo=01040000&thirdMenuNo=01040100&fourthMenuNo=,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.10.15 16:26,6110000,읍면동,11290,3005036,1,0,98,8,미발급,발급,2026.1.16 18:33
3070000,434,I,서울특별시 성북구,자원봉사센터 1층(꿈의숲아이파크 716동),"서울특별시 성북구 돌곶이로40길 46, 1층 716동 (장위동)",1층 로비,0:00,2400,0:00,2400,,https://www.sb.go.kr/main/PageLink.do?link=forward:use/PageContent.do&menuNo=91000000&subMenuNo=91010000&thirdMenuNo=91010300&fourthMenuNo=,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2026.1.2 10:34,6110000,아파트,11290,4121065,1,0,46,,미발급,미발급,2026.1.16 18:33
3070000,409,I,서울특별시 성북구,종암경찰서,"서울특별시 성북구 종암로 137, 서울종암경찰서 (종암동)", 종암경찰서 1층 ,0:00,2400,0:00,2400,,https://www.sb.go.kr/PageLink.do?link=forward:use/PageContent.do&tempParam1=&menuNo=01000000&subMenuNo=01040000&thirdMenuNo=01040100&fourthMenuNo=,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2026.1.2 10:33,6110000,경찰서,11290,3005036,1,0,137,,미발급,미발급,2026.1.16 18:33
3070000,425,U,서울특별시 성북구,길음2동주민센터,서울특별시 성북구 삼양로2길 70(길음동),청사내,8:30,18:00,,,,https://www.sb.go.kr/PageLink.do?link=forward:use/PageContent.do&tempParam1=&menuNo=01000000&subMenuNo=01040000&thirdMenuNo=01040100&fourthMenuNo=,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.20 10:16,6110000,관공서,11290,4121278,1,0,70,,미발급,발급,2026.1.21 22:27
3070000,405,I,서울특별시 성북구,고대안암병원,"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",고려대병원(최첨단융복합센터) 2층 로비,0:00,2400,0:00,2400,,https://www.sb.go.kr/PageLink.do?link=forward:use/PageContent.do&tempParam1=&menuNo=01000000&subMenuNo=01040000&thirdMenuNo=01040100&fourthMenuNo=,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2026.1.2 10:31,6110000,병원,11290,3352207,3,0,73,,미발급,발급,2026.1.16 18:33
3070000,411,I,서울특별시 성북구,월곡1동주민센터,서울특별시 성북구 오패산로 96(하월곡동),청사내,8:30,18:00,,,,https://www.sb.go.kr/PageLink.do?link=forward:use/PageContent.do&tempParam1=&menuNo=01000000&subMenuNo=01040000&thirdMenuNo=01040100&fourthMenuNo=,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.10.10 10:22,6110000,읍면동,11290,3005044,1,0,96,,발급,발급,2026.1.16 18:33
